"Id","ChannelUrl","Name","SubscriberCount","ViewCount","MedianViewCountDay7","HighestViewCountDay7","HighestViewVideoUrlDay7","HighestViewVideoTitleDay7","HighestViewVideoThumbnailDay7","MedianViewCountDay30","HighestViewCountDay30","HighestViewVideoUrlDay30","HighestViewVideoTitleDay30","HighestViewVideoThumbnailDay30"
"1","https://www.youtube.com/channel/UCQIBc6-tniGo9h9l4XnEJ1A","舞鎌冬","1570","40196","145","145","http://youtu.be/SjobJn9Cug8","【突發】雜談|喔呀好久不見","https://i.ytimg.com/vi/SjobJn9Cug8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1gU4BLMy1SXvL4Mkqo9jGYlkmaA","183","1549","http://youtu.be/KiDkgj4fqCE","【繪圖】無畫面工作台|我要完蛋","https://i.ytimg.com/vi/KiDkgj4fqCE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNo_LvAml_V1YpjTghekCaIG9dqQ"
"3","https://www.youtube.com/channel/UCuAml87h_mOLRWwlzM3CLrg","神無月 柊","287","4586","0","0","","","","0","0","","",""
"4","https://www.youtube.com/channel/UCy3tjbhbQKeAExF6_qGZwyg","柴可","912","19945","168","183","http://youtu.be/jg2SWYzLZ4s","[#葛飾北柴]無畫面工作檯!!目標今天畫完委託/聊聊價值觀[柴可CHAKO]","https://i.ytimg.com/vi/jg2SWYzLZ4s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWfZ_FW7oHyoKRoC5GuimgI3esWg","183","474","http://youtu.be/84EkEHHlEUE","[#葛飾北柴]今晚來肝線搞~~童貞君來一起瑟瑟吧!![柴可CHAKO]","https://i.ytimg.com/vi/84EkEHHlEUE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBs95qbFBSIr2skDbEf-sQV2f36WA"
"5","https://www.youtube.com/channel/UCSnJ7To9jR42Xx3Puf1Ar6Q","Ness9s奈斯糖","6630","207360","220","288","http://youtu.be/iFA3PbaaRcM","【棉花糖雜談】#05 吃吃棉花糖+告知！｜Ness9s奈斯糖","https://i.ytimg.com/vi/iFA3PbaaRcM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtQF5Fscw4yFQhtCZ_SKmwVMCxdA","212","3956","http://youtu.be/VEbS8gC4BZQ","【官方精華】聽完保證不會正常講話！狐言亂語空中台語教室開張｜Ness9s奈斯糖","https://i.ytimg.com/vi/VEbS8gC4BZQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyAjDLIL49bkXO6gA6MrTpC_K3vw"
"6","https://www.youtube.com/channel/UC_soGpcb7SORsk5yzHLMdTQ","神稻櫻火","32600","1116553","0","0","","","","16462","78653","http://youtu.be/NHReT2XrZmM","[畢業典禮]呱呱們再見了🌸要信狐喔🌸#神稻櫻火","https://i.ytimg.com/vi/NHReT2XrZmM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRHkt4ocXKsiXJo47Rmf_uo5eVkw"
"7","https://www.youtube.com/channel/UClP316u-YpB3cbC2EZnFPSA","町田悠律","82","1337","13","13","http://youtu.be/PhZwcG2XOwQ","【町田悠律】FF7 RE 謝謝EPIC GAME浪費我一年時間","https://i.ytimg.com/vi/PhZwcG2XOwQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCn2StkE07-_p_VNw20NxO8l7v0HQ","33","43","http://youtu.be/Mu4TU8ogwyY","【町田悠律】這次不搞偷渡搞穿越??","https://i.ytimg.com/vi/Mu4TU8ogwyY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7lQJyBckmaQZY5Kwwj4e9qZ4U_w"
"8","https://www.youtube.com/channel/UCAZ6zbMz0DzJG4uTs9SOTog","飛鳥唯世","4850","112433","734","978","http://youtu.be/sjz1Mzkf_go","【Minecraft】出發！伊甸飲酒 ~ — ft. 雪也櫻﹑伊甸飲酒小伙伴們【 飛鳥唯世 】","https://i.ytimg.com/vi/sjz1Mzkf_go/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmfnQkHooWovmo8RV0ngjGZVBoXQ","456","978","http://youtu.be/sjz1Mzkf_go","【Minecraft】出發！伊甸飲酒 ~ — ft. 雪也櫻﹑伊甸飲酒小伙伴們【 飛鳥唯世 】","https://i.ytimg.com/vi/sjz1Mzkf_go/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmfnQkHooWovmo8RV0ngjGZVBoXQ"
"9","https://www.youtube.com/channel/UCeHNz638cUC1slOTSfTo8RA","卡珥斯 懷特","62","1170","0","0","","","","0","0","","",""
"10","https://www.youtube.com/channel/UCpe4hDlsZkl_R2BHw3hbUOQ","法托爾 懷特","140","2264","0","0","","","","61","61","http://youtu.be/OxaLsaQq68o","卡珥斯 LOL 列隊不會停 認真調心態","https://i.ytimg.com/vi/OxaLsaQq68o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJTBcwD3Z9iuNJirVETgslfgEv4g"
"11","https://www.youtube.com/channel/UCugedmKaBpXqBauc3Lu0oYw","柚香","471","3841","0","0","","","","55","55","http://youtu.be/wwZNBRm_Yms","【雜談】聊一下天!【柚香ゆずか/台灣Vtuber】","https://i.ytimg.com/vi/wwZNBRm_Yms/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOAnZVX8Wm53MbENG5qTT2mPnWvQ"
