"Id","ChannelUrl","Name","SubscriberCount","ViewCount","MedianViewCountDay7","HighestViewCountDay7","HighestViewVideoUrlDay7","HighestViewVideoTitleDay7","HighestViewVideoThumbnailDay7","HighestSingingViewCountDay7","HighestViewSingingVideoUrlDay7","HighestViewSingingVideoTitleDay7","HighestViewSingingVideoThumbnailDay7","MedianViewCountDay30","HighestViewCountDay30","HighestViewVideoUrlDay30","HighestViewVideoTitleDay30","HighestViewVideoThumbnailDay30","HighestSingingViewCountDay30","HighestViewSingingVideoUrlDay30","HighestViewSingingVideoTitleDay30","HighestViewSingingVideoThumbnailDay30"
"5","https://www.youtube.com/channel/UCSnJ7To9jR42Xx3Puf1Ar6Q","Ness9s奈斯糖","10800","416759","269","476","http://youtu.be/KWVwhLHLTUI","保證你一覺到天亮！超好聽的「鐵達尼號」直笛+卡組迪版 Recorder with Kazoo","https://i.ytimg.com/vi/KWVwhLHLTUI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9wVKuZaknUWsOl7nQwl8bk-MsZg","0","","","","213","476","http://youtu.be/KWVwhLHLTUI","保證你一覺到天亮！超好聽的「鐵達尼號」直笛+卡組迪版 Recorder with Kazoo","https://i.ytimg.com/vi/KWVwhLHLTUI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9wVKuZaknUWsOl7nQwl8bk-MsZg","166","http://youtu.be/T5s_iWZUnNI","台語練習歌回+雜談🎙依舊復健中｜Ness9s奈斯糖","https://i.ytimg.com/vi/T5s_iWZUnNI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDlAdEs7v0WjMh4MFB4ZEYtBnFdQ"
"26","https://www.youtube.com/channel/UCjv4bfP_67WLuPheS-Z8Ekg","浠","183000","29311968","1785","2521","http://youtu.be/Si_aq3IRqJE","【官方歌回剪輯】詹雯婷 Faye - 命運火焰／浠Mizuki Cover【Naraka永劫無間 X 尼爾系列 聯動推廣曲】","https://i.ytimg.com/vi/Si_aq3IRqJE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBk7HECbDY-eDs1CAYRBr2haIGYtA","2521","http://youtu.be/Si_aq3IRqJE","【官方歌回剪輯】詹雯婷 Faye - 命運火焰／浠Mizuki Cover【Naraka永劫無間 X 尼爾系列 聯動推廣曲】","https://i.ytimg.com/vi/Si_aq3IRqJE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBk7HECbDY-eDs1CAYRBr2haIGYtA","4971","49156","http://youtu.be/1SHgAH-NR-8","【二周年合唱祭】30位以上超豪華嘉賓陣容助陣歌回✨今年也要和大家一起開心慶祝周年~！ゲスト総勢30名以上‼超超超豪華合唱歌枠🎤【浠Mizuki Karaoke】","https://i.ytimg.com/vi/1SHgAH-NR-8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbQz_AiMXp-VTi-6Jlb28vgTVRNA","49156","http://youtu.be/1SHgAH-NR-8","【二周年合唱祭】30位以上超豪華嘉賓陣容助陣歌回✨今年也要和大家一起開心慶祝周年~！ゲスト総勢30名以上‼超超超豪華合唱歌枠🎤【浠Mizuki Karaoke】","https://i.ytimg.com/vi/1SHgAH-NR-8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbQz_AiMXp-VTi-6Jlb28vgTVRNA"
"43","https://www.youtube.com/channel/UCKe1Q0YIwT-hzrZs_uxGb2g","稻乙緹","48600","2541232","6658","10338","http://youtu.be/wH2QVCyTvdA","不要跟笨蛋爭執，你同意嗎","https://i.ytimg.com/vi/wH2QVCyTvdA/hqdefault.jpg?sqp=-oaymwE9CNACELwBSFryq4qpAy8IARUAAAAAGAElAADIQj0AgKJDeAHwAQH4Af4JgALQBYoCDAgAEAEYSiBYKGUwDw==&rs=AOn4CLDlQHSsEbeL6X9vbgw0fgau7LuSPg","0","","","","12178","100327","http://youtu.be/DSZvLPmbmNI","非常好瑟瑟抱枕  實況主一致推薦 | (彈吉他)","https://i.ytimg.com/vi/DSZvLPmbmNI/hqdefault.jpg?sqp=-oaymwEjCNACELwBSFryq4qpAxUIARUAAAAAGAElAADIQj0AgKJDeAE=&rs=AOn4CLB2EnhzTjlGCsuX3MQHAi-JUxpqnw","0","","",""
"44","https://www.youtube.com/channel/UCltL6Tvv1aKrrYt4tnkmNtw","帕豹","34900","1050616","1790","7823","http://youtu.be/UUsmprFDk9E","什麼這就是正確開啟帕豹的精華 #vtuber #台V #vtuberclip #vtuber中文 #帕豹pabo #台灣vtuber #台灣vtuber精華 #vtuber精華","https://i.ytimg.com/vi/UUsmprFDk9E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSMYzfvVxAfhpU-1r8toPo3GqsCQ","0","","","","2491","13788","http://youtu.be/mWXqYBgvHDs","【ASMR 3Dio Free Space XLR Pro ll】姊姊的課後輔導 ♡｜細語、親吻、舔耳♡｜下課了嗎?  嗷嗷 ♡","https://i.ytimg.com/vi/mWXqYBgvHDs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3SNEDw9Co2jHPtWh5xJ2MyXxCGg","0","","",""
"47","https://www.youtube.com/channel/UC_KEI-aB1kt0qHnVC2xuX8g","極彩天繪","1970","58217","64","79","http://youtu.be/7cXcU_bWhqg","【健身環大冒險】哇哈哈哈哈啊ㄏ 差點就怠惰ㄌㄏ【極彩天繪】","https://i.ytimg.com/vi/7cXcU_bWhqg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXOrrx_nhqF5P8sJC765ZC6qDeZg","0","","","","91","236","http://youtu.be/ueM_KLar_2M","【今天繪剪輯】極彩天繪是便宜的女人？！【極彩天繪】","https://i.ytimg.com/vi/ueM_KLar_2M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDovHiF6zbGCq7KzcHOgFDMwFeJjg","0","","",""
"54","https://www.youtube.com/channel/UC8FQ_7amNGvt6sMIfGGVECQ","鐵匠B.S.","1270","36156","64","98","http://youtu.be/rrVqqZ1vG2I","【早安炸腦台】《威利在哪裡？》絕對難不倒你！【貓匠｜鐵匠 Vtuber】","https://i.ytimg.com/vi/rrVqqZ1vG2I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtSxSX-Sjf4vVcSMLmIUMsmvT65w","0","","","","77","140","http://youtu.be/htO7SL0nJyQ","【精華】打LOL操作精華！第一支自己出場精華居然一樣是別人台的？？！【貓貓匠｜正太台V】#leagueoflegends","https://i.ytimg.com/vi/htO7SL0nJyQ/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARg3IE4ocjAP&rs=AOn4CLD3DZexF1Qsi9DyJXojG4JZ7YA37Q","0","","",""
"60","https://www.youtube.com/channel/UCdekm6MVTBWof6u0vkQwyPA","紅梅","1250","63939","114","114","http://youtu.be/7UD4kTCBv6M","【柏德之門3】你可能不會調查的物件：第一章地上及第三章的各種畫作【紅梅】","https://i.ytimg.com/vi/7UD4kTCBv6M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCzTAX3M59G5ElTQaahwRleLMVJWw","0","","","","210","351","http://youtu.be/JR-u6tD_2-c","【柏德之門3】你可能不會調查的物件：入侵計畫、地圖、神殿平面圖（含自配語音）【紅梅】","https://i.ytimg.com/vi/JR-u6tD_2-c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4vPI29fPLrHLMe9esfWx8N_gyww","0","","",""
"67","https://www.youtube.com/channel/UC_wZTg59Tq6GqyPnFe_ICjQ","千草まる","1210","22999","49","51","http://youtu.be/6dezA1kidho","【Portal Dungeon: 傳送地下城】這遊戲也太好玩了ㄅㄚˊ  ft.咪醬.愛夢.繪里奈【直播記錄檔】","https://i.ytimg.com/vi/6dezA1kidho/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZRLd47RG5wYdr61AlZytmOax7ag","0","","","","49","193","http://youtu.be/gzFQKAjjjLw","【Never Breakup：永不分手】開啟新遊戲！我們被綁再一起啦XD ft.青羽ミ【千草まる​】","https://i.ytimg.com/vi/gzFQKAjjjLw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCl4u38F16NHdGVp-f9qcEef1SMEg","0","","",""
"68","https://www.youtube.com/channel/UClCygZk-T8H-Q2w-LDHlxQw","焦兒","11700","841540","796","796","http://youtu.be/iQbJXTQrGgE","穿上了護士服的焦兒...？","https://i.ytimg.com/vi/iQbJXTQrGgE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXuUA3yr8XC0gEX_R2hb6CaLcgKw","0","","","","849","1508","http://youtu.be/isDbG1ykpz4","《特戰英豪》乾淨俐落的槍法，使其他實況主主播讚嘆不已 VALORANT《焦兒》","https://i.ytimg.com/vi/isDbG1ykpz4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGbIrQuxmtFIWSFQGE6geniLS6bg","0","","",""
"70","https://www.youtube.com/channel/UC6oqmpqc_WhQ6XrD4E28V_w","鮭魚","236","5902","23","23","http://youtu.be/crEw2cShJt4","【寶可夢朱紫】厄鬼椪會變身會戴面具是不是一種假面騎士【鮭魚Shamon】","https://i.ytimg.com/vi/crEw2cShJt4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAAzY8RLP2CtzuZBlIL14PPBDiaLQ","0","","","","35","44","http://youtu.be/Y3_VBvQ5KHM","【寶可夢朱紫】暑假已經結束但夏天還沒【鮭魚Shamon】","https://i.ytimg.com/vi/Y3_VBvQ5KHM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMx0q4CO2bi9GVIUQ68EE85dA-UQ","0","","",""
